Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Cmp%,PrgDist,Shrt Cmp%,Med Cmp%,Long Cmp%,Ast,xA,A-xA,Key Passes,Final 1/3,PenBoxPasses,CrsPenBox,Prog,Matches
233,Mateusz Klich,pl POL,MF,Leeds United,30-266,1990,22.5,58.7,79.5,212.5,87,84.1,61,0.22,0.16,0.07,1.78,4.22,1.73,0.27,5.82,Matches
234,Robin Koch,de GER,DF,Leeds United,24-232,1996,10.1,66.6,85.9,371.1,85.8,94.8,62.4,0,0.02,-0.02,0.4,3.17,0.2,0,3.76,Matches
235,Sead Kolašinac,ba BIH,DF,Arsenal,27-259,1993,1,64,84.4,177,85.7,91.7,33.3,0,0,0,0,3,1,0,4,Matches
236,Ezri Konsa,eng ENG,DF,Aston Villa,23-134,1997,22.5,34,86.3,151.4,86.3,92.7,73.3,0,0,0,0,1.07,0.04,0,0.84,Matches
237,Cheikhou Kouyaté,sn SEN,DF,Crystal Palace,31-075,1989,23.7,37.7,78.6,182.3,84.2,86.9,60.5,0,0,0,0.13,1.05,0.08,0.04,1.01,Matches
238,Mateo Kovačić,hr CRO,MF,Chelsea,26-304,1994,16,82.9,91.6,347,93.5,94.6,82.9,0.06,0.09,-0.03,1.06,8.19,1.06,0,7.69,Matches
239,Emil Krafth,se SWE,DF,Newcastle Utd,26-216,1994,7.7,40,70.1,210,81.8,68.1,45.5,0,0.01,-0.01,0.52,1.43,0.13,0.13,1.69,Matches
240,Filip Krovinović,hr CRO,MF,West Brom,25-189,1995,6.1,59.8,84.4,247.7,89.7,86.4,70.5,0,0.05,-0.05,0.82,6.07,1.15,0,6.56,Matches
241,Alexandre Lacazette,fr FRA,FW,Arsenal,29-282,1991,15.7,23.2,77.5,52.6,80.3,85,56.3,0.13,0.12,0.01,0.89,0.96,0.96,0,2.1,Matches
242,Adam Lallana,eng ENG,"MF,FW",Brighton,32-300,1988,10.2,46.6,81.7,122.5,90.5,80.6,61.7,0.1,0.25,-0.16,2.16,2.84,1.57,0.29,3.33,Matches
243,Érik Lamela,ar ARG,"FW,MF",Tottenham,29-002,1992,5.8,45.7,77.7,127.6,87,83.9,63,0,0.16,-0.16,1.03,2.59,1.03,0,3.1,Matches
244,Tariq Lamptey,eng ENG,DF,Brighton,20-157,2000,9.8,51,78,174.6,89.3,75,57.1,0.1,0.11,-0.01,1.12,1.22,1.22,0.71,2.76,Matches
245,Manuel Lanzini,ar ARG,"MF,FW",West Ham,28-019,1993,4.2,49.8,84.7,133.1,87.2,90.8,57.9,0.24,0.14,0.1,1.9,2.86,0.95,0,2.62,Matches
246,Aymeric Laporte,fr FRA,DF,Manchester City,26-283,1994,9.4,86.5,90.9,441.6,93.8,95.1,76.9,0,0.02,-0.02,0.21,6.7,0.11,0,4.15,Matches
247,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,27-115,1993,14.1,33.5,81.8,181.5,89.9,90.3,59,0,0,0,0.07,1.63,0.21,0,1.77,Matches
248,Maxime Le Marchand,fr FRA,DF,Fulham,31-146,1989,1.4,58.6,95.1,458.6,100,95.6,88.9,0,0,0,0,2.14,0.71,0,4.29,Matches
249,Mario Lemina,ga GAB,MF,Fulham,27-186,1993,10.4,50.1,86.4,204.5,88,89.8,73.3,0,0.05,-0.05,0.58,3.46,0.77,0.1,3.27,Matches
250,Bernd Leno,de GER,GK,Arsenal,29-002,1992,24.8,34.2,81.5,333.1,100,99.7,48.2,0,0,0,0,0.16,0,0,0.08,Matches
251,Jamal Lewis,nir NIR,DF,Newcastle Utd,23-040,1998,20.3,40.9,76.1,223.1,88,80.6,49.6,0.05,0.08,-0.03,0.74,1.67,0.79,0.49,1.58,Matches
252,Victor Lindelöf,se SWE,DF,Manchester Utd,26-232,1994,19.7,64.5,90.9,364.9,93.8,95.5,72.3,0.05,0.03,0.03,0.25,3.71,0.15,0,3.2,Matches
253,Jesse Lingard,eng ENG,"FW,MF",West Ham,28-081,1992,4.9,37.3,79.8,140.6,90,82,62.1,0.2,0.06,0.14,0.82,3.47,1.22,0.61,3.67,Matches
254,Jake Livermore,eng ENG,MF,West Brom,31-112,1989,13.6,27.6,74.5,83.2,82.1,75.9,58.3,0,0.01,-0.01,0.37,2.13,0.15,0.07,1.76,Matches
255,Diego Llorente,es ESP,DF,Leeds United,27-202,1993,3,61.3,79.9,295.3,82.8,86.8,63.9,0,0.03,-0.03,0.33,1.67,0,0,2,Matches
256,Hugo Lloris,fr FRA,GK,Tottenham,34-070,1986,26,27.9,70.2,374.3,99.3,98.3,48.3,0,0,0,0,0.08,0,0,0,Matches
257,Giovani Lo Celso,ar ARG,"MF,FW",Tottenham,24-331,1996,4.9,49.2,73.9,173.3,85.7,75.9,60.8,0.2,0.2,0,1.84,3.67,1.02,0,4.29,Matches
258,Ruben Loftus-Cheek,eng ENG,"MF,FW",Fulham,25-042,1996,17.2,33.5,83.7,99.7,87.2,88.4,72,0,0.08,-0.08,0.76,2.73,0.58,0.12,3.49,Matches
259,Ruben Loftus-Cheek,eng ENG,FW,Chelsea,25-042,1996,0.7,22.9,68.8,31.4,100,80,33.3,0,0,0,0,1.43,0,0,1.43,Matches
260,Kevin Long,ie IRL,DF,Burnley,30-200,1990,7.1,35.9,71,195.4,80.4,79.1,57.5,0,0,0,0,1.27,0.28,0,2.11,Matches
261,Shane Long,ie IRL,"FW,MF",Southampton,34-043,1987,2.3,25.7,64.4,73,79.4,50,100,0,0,0,0,1.3,0,0,1.74,Matches
262,Matthew Longstaff,eng ENG,MF,Newcastle Utd,20-350,2000,4.2,35.2,79.1,81.2,82.8,88,63.3,0,0.02,-0.02,0.48,0.95,0.24,0.24,0.71,Matches
263,Sean Longstaff,eng ENG,MF,Newcastle Utd,23-127,1997,9.2,39,80.8,157.1,89,89.5,65.7,0,0.02,-0.02,0.43,3.37,0.22,0.11,3.26,Matches
264,Ademola Lookman,eng ENG,"FW,MF",Fulham,23-137,1997,22.4,38.3,77.5,144.2,86.1,82.2,54.9,0.13,0.15,-0.02,1.92,1.65,1.38,0.22,3.53,Matches
265,Max Lowe,eng ENG,DF,Sheffield Utd,23-299,1997,6.1,36.6,65,125.9,79.8,66.7,38.2,0,0.03,-0.03,0.49,2.3,0.82,0.16,2.62,Matches
266,Matthew Lowton,eng ENG,DF,Burnley,31-270,1989,23,44.2,69.2,272.7,89.3,73,43.8,0,0.07,-0.07,0.7,3.57,1.13,0.3,3.87,Matches
267,David Luiz,br BRA,DF,Arsenal,33-318,1987,11.9,64.1,83.5,332.7,91.4,92.4,67,0,0.03,-0.03,0.17,3.95,0.5,0,3.78,Matches
268,Douglas Luiz,br BRA,MF,Aston Villa,22-301,1998,20.3,45,84.7,173.5,89.2,89.9,76.5,0.1,0.06,0.04,0.74,3.74,0.59,0.15,3.25,Matches
269,John Lundstram,eng ENG,MF,Sheffield Utd,27-016,1994,18.3,47.5,80.6,156.1,92.7,87,48.8,0.11,0.07,0.04,0.98,3.01,0.55,0.05,3.06,Matches
270,Alexis Mac Allister,ar ARG,"MF,FW",Brighton,22-072,1998,8.3,32,80.5,112.2,84.7,83.2,74.2,0.12,0.23,-0.11,1.2,2.29,1.45,0,3.37,Matches
271,James Maddison,eng ENG,"MF,FW",Leicester City,24-103,1996,18.1,46.4,75.1,172.8,87.5,81.1,48.2,0.28,0.21,0.07,2.32,3.37,1.27,0.11,4.09,Matches
272,Harry Maguire,eng ENG,DF,Manchester Utd,28-001,1993,27,65.7,88.8,375.7,90.3,92.9,79.1,0.04,0.01,0.03,0.22,5.74,0.22,0,2.93,Matches
273,Riyad Mahrez,dz ALG,FW,Manchester City,30-013,1991,16.4,50.9,83.1,145,91.4,86.6,57.6,0.24,0.32,-0.07,2.07,1.52,2.44,0.37,4.09,Matches
274,Ainsley Maitland-Niles,eng ENG,DF,Arsenal,23-189,1997,5.4,53.3,78.5,203.5,86.5,86.1,52.4,0,0.04,-0.04,0.56,2.78,0.56,0.19,2.59,Matches
275,Ainsley Maitland-Niles,eng ENG,MF,West Brom,23-189,1997,5,30.6,77.8,104.2,87,73.2,61.5,0,0.1,-0.1,0.6,1.2,0.6,0,2.2,Matches
276,Josh Maja,ng NGA,FW,Fulham,22-069,1998,4.9,19.2,88.3,14.7,93.8,96.6,88.9,0,0.12,-0.12,0.82,0,0.41,0,0.61,Matches
277,Sadio Mané,sn SEN,FW,Liverpool,28-330,1992,22.8,33.6,73.9,84.1,79.9,76.8,71.3,0.13,0.16,-0.03,1.67,1.14,1.97,0.22,3.16,Matches
278,Javier Manquillo,es ESP,DF,Newcastle Utd,26-305,1994,8,42.1,74.5,211.1,93.1,69.8,45.3,0,0.03,-0.03,0.5,1.63,0.5,0.25,2.13,Matches
279,Fernando Marçal,br BRA,DF,Wolves,32-015,1989,6.8,52.6,83.2,293.4,93.8,84.3,60,0,0.01,-0.01,0.44,2.21,0.29,0.15,3.53,Matches
280,Solly March,eng ENG,DF,Brighton,26-229,1994,18.6,52.4,69.8,232.7,85.3,74.6,45.9,0.05,0.09,-0.04,1.45,2.1,1.83,0.7,4.14,Matches
281,Pablo Marí,es ESP,DF,Arsenal,27-187,1993,5,57,87.7,242.2,94.6,95.8,63.9,0,0,0,0,1.2,0,0,1.8,Matches
282,Anthony Martial,fr FRA,FW,Manchester Utd,25-091,1995,15.5,29.9,82.1,66.5,88.5,82.2,78.9,0.19,0.13,0.06,0.9,1.68,0.9,0,2.58,Matches
283,Martinelli,br BRA,FW,Arsenal,19-261,2001,2.3,17.4,72.5,70,79.2,80,50,0,0,0,0.43,0.43,0.43,0,1.74,Matches
284,Emiliano Martínez,ar ARG,GK,Aston Villa,28-185,1992,25,34.4,63.7,505.1,100,99.6,43.4,0,0.01,-0.01,0.08,0.64,0,0,0,Matches
285,Arthur Masuaku,cd COD,DF,West Ham,27-119,1993,9.4,51.7,80,238.9,90.5,77.7,61.7,0.11,0.17,-0.06,1.17,2.34,1.6,1.06,3.4,Matches
286,Juan Mata,es ESP,FW,Manchester Utd,32-312,1988,3.8,50.8,82.9,160,91.6,83.3,60,0.53,0.21,0.32,2.11,3.42,0.79,0.26,3.95,Matches
287,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,23-251,1997,1.7,18.8,71.9,37.6,94.7,40,,0,0,0,0.59,0.59,0,0,1.76,Matches
288,Nemanja Matić,rs SRB,MF,Manchester Utd,32-217,1988,10.1,79.4,91.4,376.8,93.8,93,84,0,0.03,-0.03,0.59,7.33,0.79,0.2,7.13,Matches
289,Joël Matip,cm CMR,DF,Liverpool,29-210,1991,7.7,68.4,88.4,335.8,93.4,94.4,70.2,0.26,0.13,0.13,0.26,3.9,0.13,0,1.95,Matches
290,Neal Maupay,fr FRA,"FW,MF",Brighton,24-204,1996,19.9,22.9,79.8,49,85.7,86.7,55.3,0.05,0.12,-0.07,1.11,1.26,0.9,0.05,1.56,Matches
291,James McArthur,sco SCO,MF,Crystal Palace,33-150,1987,16.3,47.2,81.4,208.1,86.3,88.4,64.6,0.12,0.06,0.07,0.8,3.8,0.37,0,3.56,Matches
292,Oliver McBurnie,sco SCO,FW,Sheffield Utd,24-275,1996,13.2,28,62.6,69.4,67.3,61.5,60,0,0.08,-0.08,1.06,1.44,1.06,0,2.8,Matches
293,Alex McCarthy,eng ENG,GK,Southampton,31-093,1989,24,35.6,63.3,378.6,99.3,98.7,34.5,0,0,0,0,0.29,0.08,0,0,Matches
294,James McCarthy,ie IRL,MF,Crystal Palace,30-114,1990,6,37.3,77.2,122.5,82.6,83.5,64.8,0,0.02,-0.02,0.5,1.67,0.5,0.33,2.5,Matches
295,John McGinn,sco SCO,MF,Aston Villa,26-139,1994,24,37.6,77.1,209.8,86,82.5,64.4,0.17,0.09,0.08,0.92,5,1.17,0.21,5,Matches
296,David McGoldrick,ie IRL,"FW,MF",Sheffield Utd,33-097,1987,17.4,34.6,75.7,80.5,78.8,76.9,75,0.06,0.06,-0.01,0.57,2.24,0.75,0.17,2.18,Matches
297,Dwight McNeil,eng ENG,MF,Burnley,21-104,1999,23.7,37.4,70,143.8,85.8,80.8,48.8,0.13,0.15,-0.03,1.22,2.11,1.14,0.8,1.98,Matches
298,Scott McTominay,sco SCO,MF,Manchester Utd,24-088,1996,15.9,52.6,86.7,228.3,90.3,89.6,76.1,0.06,0.05,0.01,0.69,4.59,0.44,0,4.15,Matches
299,Ben Mee,eng ENG,DF,Burnley,31-164,1989,19.9,35.9,74.9,239.8,83.9,84.8,56.4,0,0.01,-0.01,0.15,1.31,0,0,1.71,Matches
300,Benjamin Mendy,fr FRA,DF,Manchester City,26-232,1994,5.6,68,81.4,277.9,86.5,89.3,57.1,0,0,0,0.18,2.68,0.54,0.18,4.64,Matches
301,Edouard Mendy,sn SEN,GK,Chelsea,29-005,1992,22,33.7,84.5,363.7,98.6,98.7,62.8,0,0,0,0,0.18,0,0,0,Matches
302,Nampalys Mendy,fr FRA,MF,Leicester City,28-256,1992,15.2,60.3,91.4,196.1,93,93.8,78.9,0.07,0.02,0.05,0.33,4.93,0,0,3.16,Matches
303,Illan Meslier,fr FRA,GK,Leeds United,21-004,2000,25,38.3,83.9,382.8,99,98.7,59.7,0,0,0,0.04,0.08,0,0,0,Matches
304,Luka Milivojević,rs SRB,MF,Crystal Palace,29-333,1991,18.6,49.9,81.6,249.5,89.1,85.4,66.8,0,0.05,-0.05,0.7,3.87,0.48,0.05,4.3,Matches
305,James Milner,eng ENG,"MF,DF",Liverpool,35-061,1986,7.2,84,85.3,382.4,92.1,90.9,75,0.14,0.15,-0.01,1.39,6.67,2.5,0.69,7.64,Matches
306,Yerry Mina,co COL,DF,Everton,26-164,1994,18.2,57.5,90.5,286.5,93.7,95.2,74,0,0,0,0,2.42,0,0,2.25,Matches
307,Takumi Minamino,jp JPN,"MF,FW",Liverpool,26-049,1995,3.3,42.1,79.9,100.6,90.4,81.6,25,0,0,0,0,3.33,0.61,0,1.21,Matches
308,Takumi Minamino,jp JPN,MF,Southampton,26-049,1995,2.9,34.8,70.3,50.3,85.7,71,18.2,0,0,0,0,1.72,0,0,1.72,Matches
309,Tyrone Mings,eng ENG,DF,Aston Villa,27-358,1993,23.5,46.5,78.8,326,88.1,91,56.6,0.04,0.01,0.03,0.21,3.45,0.09,0,3.23,Matches
310,Tyrick Mitchell,eng ENG,DF,Crystal Palace,21-186,1999,13,41.9,70.5,311.3,85.3,72.9,42.9,0,0.02,-0.02,0.15,2.85,0.62,0.31,3.31,Matches
311,Aleksandar Mitrović,rs SRB,FW,Fulham,26-171,1994,11.6,24.5,76.8,41.7,83,73.5,61.1,0.26,0.2,0.06,1.55,0.78,0.86,0.09,1.38,Matches
312,Jakub Moder,pl POL,MF,Brighton,21-333,1999,0.1,80,50,170,60,100,0,0,0,0,0,0,0,0,0,Matches
313,Jayson Molumby,ie IRL,MF,Brighton,21-212,1999,0,1,0,0,,,0,0,0,0,0,0,0,0,0,Matches
314,Wes Morgan,jm JAM,DF,Leicester City,37-044,1984,0.2,25,100,390,100,100,,0,0,0,0,0,0,0,10,Matches
315,Mason Mount,eng ENG,"MF,FW",Chelsea,22-055,1999,23.6,58.6,82.9,235.5,91,87.4,66.7,0.13,0.2,-0.08,2.92,4.66,1.65,0.21,5.68,Matches
316,Lucas Moura,br BRA,"FW,MF",Tottenham,28-205,1992,9.3,36.9,73.8,93.3,82.3,79.6,38.5,0.11,0.05,0.05,0.54,1.61,0.54,0.11,2.37,Matches
317,Lys Mousset,fr FRA,FW,Sheffield Utd,25-026,1996,2.3,15.2,80,34.8,72.7,90.9,100,0,0.13,-0.13,1.3,1.74,0,0,0.87,Matches
318,João Moutinho,pt POR,MF,Wolves,34-179,1986,20.6,61.5,84.6,246.1,92.3,90.8,67.4,0.05,0.09,-0.04,1.46,3.79,0.58,0.19,4.17,Matches
319,Joel Mumbongo,se SWE,FW,Burnley,22-056,1999,0.4,12.5,80,0,100,,,0,0,0,0,0,0,0,0,Matches
320,Jacob Murphy,eng ENG,"DF,FW",Newcastle Utd,26-010,1995,8.7,28.6,63.9,119.1,79.3,69,39.2,0.11,0.1,0.01,1.03,1.03,1.95,0.46,2.3,Matches
321,Shkodran Mustafi,de GER,DF,Arsenal,28-323,1992,0.5,96,85.4,420,100,91.2,66.7,0,0,0,0,4,0,0,8,Matches
322,Marvelous Nakamba,zw ZIM,MF,Aston Villa,27-046,1994,4.9,35.9,86.9,139.4,90.7,90.1,67.9,0,0,0,0.2,2.45,0,0,1.22,Matches
323,Wilfred Ndidi,ng NGA,"MF,DF",Leicester City,24-080,1996,13.6,53.6,88.2,209.3,87.6,93.3,81.7,0.15,0.07,0.08,0.66,2.43,0.07,0,1.99,Matches
324,Tanguy Ndombele,fr FRA,MF,Tottenham,24-068,1996,17.9,51.2,84.6,183.9,88.5,83.9,77.6,0.06,0.11,-0.05,0.73,4.36,0.89,0,4.41,Matches
325,Reiss Nelson,eng ENG,FW,Arsenal,21-086,1999,0.8,37.5,56.7,117.5,100,66.7,22.2,0,0,0,0,2.5,1.25,0,2.5,Matches
326,Pedro Neto,pt POR,"FW,MF",Wolves,20-362,2000,25,42.1,78.6,112.8,91.2,81.6,50,0.2,0.22,-0.02,2.16,1.2,1.32,0.88,1.64,Matches
327,Rúben Neves,pt POR,MF,Wolves,23-358,1997,21.3,62.3,84.3,268.7,86.1,90,77.4,0.05,0.08,-0.03,0.99,6.15,0.8,0.09,4.41,Matches
328,Eddie Nketiah,eng ENG,FW,Arsenal,21-280,1999,3.6,18.9,79.4,17.8,81.3,76.5,100,0.28,0.17,0.11,0.83,0,0.28,0,0.28,Matches
329,Niels Nkounkou,fr FRA,DF,Everton,20-125,2000,0.8,36.3,82.8,111.3,100,77.8,66.7,0,0,0,0,2.5,0,0,1.25,Matches
330,Dan Nlundulu,eng ENG,FW,Southampton,22-029,1999,1.2,25,70,45.8,71.4,83.3,100,0,0,0,0.83,2.5,0.83,0,1.67,Matches
331,Mark Noble,eng ENG,MF,West Ham,33-302,1987,3.5,55.1,86,211.1,89.2,89.2,82.1,0,0.03,-0.03,0.57,4.86,0.86,0.29,3.14,Matches
332,Oliver Norwood,nir NIR,MF,Sheffield Utd,29-328,1991,14.6,62.7,78.5,304.2,88.5,86.9,58.5,0,0.08,-0.08,1.3,5.62,1.44,0.41,4.93,Matches
333,Jack O'Connell,eng ENG,DF,Sheffield Utd,26-342,1994,2,38.5,77.9,265.5,95.8,80,60,0,0,0,0,2,1,0,3,Matches
334,Dara O'Shea,ie IRL,DF,West Brom,22-002,1999,18,38.2,65.3,260.3,85.7,70.2,44.7,0,0.01,-0.01,0.28,2.78,0.06,0,2.5,Matches
335,Michael Obafemi,ie IRL,FW,Southampton,20-243,2000,0.2,15,100,60,100,,,0,0,0,0,0,0,0,0,Matches
336,Denis Odoi,be BEL,DF,Fulham,32-283,1988,3,61.7,82.7,345.3,90,87.8,69.4,0,0.03,-0.03,0.33,3.67,0.67,0.33,3.33,Matches
337,Angelo Ogbonna,it ITA,DF,West Ham,32-287,1988,22.7,34.2,83.6,166.7,88,90.1,66.3,0,0.04,-0.04,0.13,0.88,0,0,0.93,Matches
338,Robin Olsen,se SWE,GK,Everton,31-057,1990,5,27.8,70.5,499.4,100,100,52.9,0,0,0,0,0.2,0,0,0,Matches
339,Josh Onomah,eng ENG,MF,Fulham,23-313,1997,1.6,31.3,80,72.5,74.1,94.4,0,0,0,0,0.63,2.5,1.25,0,1.88,Matches
340,Divock Origi,be BEL,FW,Liverpool,25-322,1995,2.1,29,77,37.6,84.4,78.9,0,0,0.1,-0.1,0.95,0.95,0,0,0.48,Matches
341,Ben Osborn,eng ENG,"MF,DF",Sheffield Utd,26-213,1994,10.1,51.6,77.9,264.5,89.2,84,47.2,0,0.14,-0.14,1.19,3.96,1.58,0.79,4.36,Matches
342,Owen Otasowie,us USA,MF,Wolves,19-320,2001,1.3,36.2,74.5,67.7,70.8,82.4,60,0.77,0.08,0.69,1.54,0,0,0,0.77,Matches
343,Alex Oxlade-Chamberlain,eng ENG,"FW,MF",Liverpool,27-203,1993,2.4,51.7,76.6,158.3,77.8,80,89.5,0.42,0.08,0.33,0.83,6.25,0.83,0,5,Matches
344,Emerson Palmieri,it ITA,DF,Chelsea,26-215,1994,1,63,81,203,96.4,78.9,72.7,0,0,0,0,1,1,1,0,Matches
345,Thomas Partey,gh GHA,MF,Arsenal,27-266,1993,7.8,60.9,88,303.3,92.1,91.9,75.9,0.13,0.06,0.06,0.9,7.69,0.77,0,6.54,Matches
346,Rui Patrício,pt POR,GK,Wolves,33-019,1988,27,21.8,66.2,329.9,98.6,98.2,51.9,0,0,0,0,0.11,0,0,0,Matches
347,Bailey Peacock-Farrell,nir NIR,GK,Burnley,24-128,1996,1,32,43.8,717,,100,39.3,0,0,0,0,0,0,0,0,Matches
348,Lee Peltier,eng ENG,DF,West Brom,34-085,1986,2.5,30.4,63.2,103.2,91.3,78.6,23.8,0,0,0,0.4,1.6,0.8,0.4,0.8,Matches
349,Nicolas Pépé,ci CIV,FW,Arsenal,25-281,1995,10.8,33,71.3,72.9,81.5,78.9,38.9,0,0.04,-0.04,0.56,0.74,0.93,0.09,1.85,Matches
350,Matheus Pereira,br BRA,"MF,FW",West Brom,24-305,1996,19.1,36.9,71.2,155.8,84.9,76.6,46.7,0.16,0.14,0.02,1.88,2.36,1.57,0.31,3.3,Matches
351,Ricardo Pereira,pt POR,"DF,FW",Leicester City,27-151,1993,6.6,44.4,73.7,180,84.6,75.5,44.4,0,0.03,-0.03,0.61,0.91,0.76,0,3.18,Matches
352,Ayoze Pérez,es ESP,"FW,MF",Leicester City,27-226,1993,9.8,32.9,76.7,101.5,86.1,79.1,44,0,0.11,-0.11,1.84,1.53,1.94,0.41,3.57,Matches
353,Kalvin Phillips,eng ENG,MF,Leeds United,25-094,1995,17.5,59.8,82.8,291.6,91.8,90.5,69.1,0.11,0.17,-0.06,1.37,6,0.69,0.17,4.29,Matches
354,Matt Phillips,sco SCO,"MF,DF",West Brom,29-358,1991,10.7,31.6,67.5,115.1,80.1,70.5,41.7,0.09,0.12,-0.03,1.4,1.12,1.12,0.75,1.87,Matches
355,Nathaniel Phillips,eng ENG,DF,Liverpool,23-350,1997,7.2,70,86.3,406.3,90.8,94.2,67.2,0,0,0,0.14,5,0.14,0,3.75,Matches
356,Jordan Pickford,eng ENG,GK,Everton,26-364,1994,21,36.8,65.4,599.6,98.3,99.4,46.5,0,0,0,0.05,1.19,0.05,0,0,Matches
357,Erik Pieters,nl NED,"DF,MF",Burnley,32-211,1988,11.4,39.9,74.3,194.5,88.2,79.3,44.2,0.09,0.02,0.07,0.35,2.11,0.18,0,2.02,Matches
358,Daniel Podence,pt POR,"FW,MF",Wolves,25-136,1995,14.6,34.7,75.1,128.2,85.5,75.3,66.3,0.14,0.07,0.07,1.1,2.6,0.96,0.14,3.77,Matches
359,Paul Pogba,fr FRA,"MF,FW",Manchester Utd,27-356,1993,15,66.6,83,250.6,89.3,90.1,66.3,0,0.08,-0.08,0.93,5.4,1.33,0,5.27,Matches
360,Nick Pope,eng ENG,GK,Burnley,28-321,1992,26,30.7,51.6,577.7,91.7,95.9,43.7,0,0.01,-0.01,0.04,1.04,0.04,0,0,Matches
361,Dennis Praet,be BEL,"MF,FW",Leicester City,26-296,1994,7.3,37.3,79,104.9,88.5,78,50,0.14,0.11,0.03,0.96,1.23,0.96,0.27,2.47,Matches
362,Davy Pröpper,nl NED,MF,Brighton,29-185,1991,2.2,39.5,77,173.2,74.2,82.2,75,0,0,0,0,3.18,2.27,0.45,5.91,Matches
363,Christian Pulisic,us USA,"FW,MF",Chelsea,22-169,1998,11.2,34.6,76.5,101.4,83.5,74.8,66.7,0.09,0.13,-0.04,1.07,1.43,2.23,0.09,3.57,Matches
364,Aaron Ramsdale,eng ENG,GK,Sheffield Utd,22-296,1998,27,29.4,45.5,506.3,97.1,97.9,35.4,0,0,0,0.04,1.52,0,0,0,Matches
365,Jacob Ramsey,eng ENG,MF,Aston Villa,19-282,2001,3.6,30.6,84.5,84.4,84.5,93.5,85.7,0,0.03,-0.03,0.56,2.22,0,0,2.5,Matches
366,Kayne Ramsey,eng ENG,DF,Southampton,20-147,2000,1,26,69.2,101,85.7,80,25,0,0,0,0,0,0,0,0,Matches
367,Darren Randolph,ie IRL,GK,West Ham,33-298,1987,2,20.5,61,320,100,100,40.7,0,0,0,0,0,0,0,0,Matches
368,Marcus Rashford,eng ENG,FW,Manchester Utd,23-126,1997,24.6,38.2,79.8,86.1,86.9,82.5,62.6,0.24,0.09,0.15,1.18,0.93,1.42,0.16,2.64,Matches
369,Tim Ream,us USA,DF,Fulham,33-152,1987,5,58.4,91.4,366.8,97.4,95.2,79.1,0,0,0,0,3,0,0,2.6,Matches
370,Nathan Redmond,eng ENG,"MF,FW",Southampton,27-000,1994,10.6,40,74.8,115.1,82.7,75.6,64.3,0.09,0.12,-0.03,0.85,2.08,1.79,0.19,3.96,Matches
371,Harrison Reed,eng ENG,MF,Fulham,26-038,1995,18.9,61.2,86.8,238.5,92.1,91.1,69.7,0.11,0.07,0.04,0.95,4.07,0.63,0.21,3.92,Matches
372,Sergio Reguilón,es ESP,DF,Tottenham,24-080,1996,13.6,51.8,76,227.7,87.5,79.9,41.4,0.22,0.09,0.13,0.74,1.91,0.88,0.51,2.79,Matches
373,Bobby Reid,jm JAM,"FW,DF",Fulham,28-032,1993,17.6,32,73.8,117.1,85.2,77,45.1,0,0.05,-0.05,0.63,1.48,1.19,0.11,2.61,Matches
374,Declan Rice,eng ENG,MF,West Ham,22-051,1999,26,48,85.5,199.5,89.6,89.6,74.3,0.04,0.08,-0.04,0.62,3.65,0.73,0.35,3.27,Matches
375,Lewis Richardson,eng ENG,FW,Burnley,18-027,2003,0,1,0,0,0,,,0,0,0,0,0,0,0,0,Matches
376,Richarlison,br BRA,FW,Everton,23-300,1997,20,25.2,69.8,58.6,80.1,72.3,55.3,0.15,0.1,0.06,0.6,0.65,0.45,0.05,1.2,Matches
377,Jaïro Riedewald,nl NED,MF,Crystal Palace,24-178,1996,12.9,33.5,86.6,135.6,89.7,89.6,75,0,0.07,-0.07,0.62,2.64,0.47,0,2.48,Matches
378,Matt Ritchie,sco SCO,"DF,MF",Newcastle Utd,31-177,1989,6.1,44.6,61.8,241.5,83.9,68.5,39,0,0.11,-0.11,1.97,2.13,1.15,0.82,2.79,Matches
379,Tyler Roberts,wal WAL,"MF,FW",Leeds United,22-053,1999,6.7,33.6,70.7,92.7,75.2,76.9,53.8,0.3,0.13,0.16,1.34,1.64,1.19,0,3.58,Matches
380,Andrew Robertson,sco SCO,DF,Liverpool,26-360,1994,26.9,89.1,79.7,425.2,88.4,86.7,49.4,0.19,0.19,0,1.71,4.91,1.82,0.71,7.14,Matches
381,Antonee Robinson,us USA,DF,Fulham,23-210,1997,18.8,56.4,73.4,290.4,86.9,79.4,44.8,0,0.06,-0.06,1.17,1.7,1.7,0.96,3.67,Matches
382,Callum Robinson,ie IRL,"FW,MF",West Brom,26-032,1995,13.2,25.7,67.3,52.9,78.1,75.5,45.8,0,0.05,-0.05,0.76,0.83,0.61,0.45,0.68,Matches
383,Jack Robinson,eng ENG,DF,Sheffield Utd,27-186,1993,6.7,47.6,78.7,257.8,90,83.2,59.5,0,0,0,0,3.13,0.15,0,2.54,Matches
384,Hal Robson-Kanu,wal WAL,"FW,MF",West Brom,31-289,1989,2.7,11.9,71.9,25.2,73.3,85.7,40,0,0.07,-0.07,1.11,0.74,0.37,0,1.11,Matches
385,Marek Rodák,sk SVK,GK,Fulham,24-083,1996,1,26,73.1,359,100,100,53.3,0,0,0,0,0,0,0,0,Matches
